index,embed
0,"[[-0.0148243  -0.02742422 -0.01475761  0.14547375  0.02275792 -0.00685355
   0.00888488 -0.04303199  0.09584736  0.07708768  0.0690172  -0.09597265
   0.07890745 -0.13286686  0.06950935 -0.00396615  0.16443253 -0.03942381
  -0.03002713 -0.10593925  0.02782775 -0.13658576  0.06126745  0.09224118
   0.02558443 -0.04524286  0.15636232 -0.01550111  0.00102729 -0.07269191
  -0.16003601  0.1306125  -0.00440602  0.06342725  0.18564147 -0.05293639
  -0.09880713  0.07993318  0.02889273  0.10714511  0.11239038  0.03280969
   0.06825746  0.04362212 -0.11365211 -0.07268791  0.00264378  0.03711056
   0.08618163 -0.00495907  0.11956485  0.00616096 -0.00321015  0.10344499
   0.12894854  0.01139492  0.12453121 -0.17767914 -0.21371229 -0.09386068
  -0.09337165 -0.15418522 -0.03319358 -0.07500714  0.0423837   0.02078447
  -0.01796949  0.05580866 -0.07237663 -0.03748232 -0.07560659  0.00069644
   0.02097338  0.03266218  0.05374344 -0.01285243  0.0072456   0.00209747
  -0.15348393 -0.07650436  0.03638236  0.07725781  0.02702459 -0.07948459
   0.05825091  0.05407092  0.09148077 -0.10525846 -0.14316635  0.13035734
  -0.04973532  0.12386334  0.12419597  0.05148495  0.04200102  0.05723889
   0.02374575  0.1189265  -0.23831393 -0.05087405 -0.02923592 -0.11357763
  -0.10395597  0.0464103   0.07075959  0.00449097 -0.11563594  0.03032304
   0.01101902 -0.01699299 -0.00928309  0.04339807 -0.01426893 -0.06870012
  -0.18010671 -0.07475895 -0.06778218 -0.13262501  0.15326573 -0.07502671
  -0.0453997  -0.20262821  0.05150019 -0.02204137  0.07095876  0.11371282
  -0.02925795  0.13223577]]"
